MAE,RMSE,R2,ME_Bias,Error_STD,P90_Absolute_Error,P95_Absolute_Error,Model,Fold,Train_Size,Validation_Size
0.3800489894054958,0.5214413928686938,0.9978719174695388,-0.0015523897966191135,0.5214390820438787,0.8110284264417218,1.0616625583446697,Linear Regression,1,8738,8735
0.37294858675227394,0.5175812639458596,0.9977607908617838,0.0031963978734310225,0.5175713939433171,0.790173258787916,1.0476926584758257,Linear Regression,2,17473,8735
0.3665876255391786,0.508910948053175,0.9978211557153847,0.01685943336791373,0.5086316078999558,0.7919051519893934,1.0421317980360063,Linear Regression,3,26208,8735
0.31928150428174057,0.4534461440046743,0.9983907301068571,-0.003493842659029222,0.45343268362148503,0.7207068381519719,0.9300472255663409,Random Forest Light,1,8738,8735
0.29892430973345224,0.4370363922904669,0.9984034858609561,-0.0010506585268302696,0.43703512936939853,0.6758387060319873,0.9019380829943237,Random Forest Light,2,17473,8735
0.29924575753415655,0.43121364127783146,0.9984356728305036,0.003885524206913104,0.4311961353325466,0.6734479469477812,0.9058154924348,Random Forest Light,3,26208,8735
0.3314010661933011,0.4664756755752167,0.9982969183687058,-0.0005402285039484036,0.4664753627540455,0.7323104596832686,0.9625989067000456,Gradient Boosting Tuned,1,8738,8735
0.3133946278509915,0.45143556522487627,0.998296551116305,0.0009330626798835885,0.45143460096002713,0.6906468580820815,0.9290451424058138,Gradient Boosting Tuned,2,17473,8735
0.31222898546530786,0.44434908244303234,0.9983389175819062,0.006312972388347086,0.4443042352348093,0.6985835931068005,0.9237856026627088,Gradient Boosting Tuned,3,26208,8735
