best_model,deploy_model,predict_hour,train_start,train_end,test_start,test_end,mae,rmse,r2,me_bias,p90_absolute_error,p95_absolute_error,interval_90_coverage,baseline_mae,baseline_rmse,baseline_r2,climatology_mae,climatology_rmse,previous_day_mae,previous_day_rmse
Random Forest Light,Random Forest Light,1,2021-01-02 01:00:00,2024-12-31 23:00:00,2025-01-01,2025-12-30 23:00:00,0.3011731642463919,0.4424740782228175,0.9984566778483868,0.002451488495619358,0.6768710963533782,0.9092205012684866,0.8999542124542125,0.6590201465201466,0.8888194417315589,0.9937725820428583,3.2360497914991457,4.039719130941778,2.679502289377289,3.52393335614265
